,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link,discount
1324,189350061,Giá Mà Nỗi Buồn Có Thể Cầm Nắm Trên Tay - Tặng kèm 03 postcard,Rei,4.6,3.38,238,Sách nghệ thuật sống đẹp,45,5.0,176,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/3f/1d/e0/066db317d6f362a0b1308fbae200730a.jpg,0.27
1325,14961285,Quốc Gia Khởi Nghiệp ( Tái Bản 2019 ),Dan Senor,8.82,5.73,329,Sách kinh tế học,51,4.8,508,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/e6/a1/a6/6e49e77800161303fbdb9439a3ff2b18.JPG,0.35
1326,204269163,Sách Tết 2023 - Set Mở ra là thấy Tết (2 phiên bản Bắc Nam) kèm quà tặng cho bé 0-3-6 tuổi,Unknown,4.18,3.59,2,Others,0,0.0,40,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/2a/0c/b9/bbf8f99d62ac7a83ad0e2a5790147399.jpg,0.14
1327,139296704,Không Thể Ngừng Suy Nghĩ: Bí Quyết Giải Tỏa Lo Âu Và Khai Phóng Tâm Trí ,Nancy Colier,4.18,2.91,720,Others,105,4.8,208,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/1d/18/63/6e49a0bdee80c11653890876049ac1eb.jpg,0.3
1328,580061,Ai Che Lưng Cho Bạn (Tái Bản 2017),Keith Ferrazzi,4.64,2.87,5710,Sách kỹ năng làm việc,246,4.8,424,Unknown,https://salt.tikicdn.com/ts/product/a4/0d/59/bc28f653827780b3967a4904fb6d0a9a.jpg,0.38
1329,186290795,Chuyện Cổ Tích Dành Cho Người Lớn (Tái Bản 2022),Nguyễn Nhật Ánh,1.48,1.07,118,Truyện ngắn - Tản văn - Tạp Văn,16,4.6,156,NXB Trẻ,https://salt.tikicdn.com/ts/product/ef/27/00/24e9a84ef9255a2e34ecb4f31478e3fb.jpg,0.28
1330,23956857,Từ Vựng Tiếng Anh Thực Hành - English Collocations In Use (Tái Bản),Unknown,3.38,3.38,1047,Sách Học Tiếng Anh,222,4.8,226,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/71/1b/7b/48334959e91a021ac60df6228104b514.jpg,0.0
1331,520330,Đất Máu Sicily (Mario Puzo),Mario Puzo,5.06,2.93,3709,Tác phẩm kinh điển,382,4.8,488,Unknown,https://salt.tikicdn.com/media/catalog/product/d/a/dat mau - bia 1.u335.d20160701.t101955.jpg,0.42
1332,175700773,Marketing Căn Bản (Tái bản),Don Sexton,9.66,7.05,73,Sách Marketing - Bán hàng ,12,4.5,404,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/c3/5c/72/aa9f3ab0519b0b24251e62ede6a7e924.jpg,0.27
1333,138934622,Tô Màu Phát Triển Trí Não Bộ Cho Bé 1-3 Tuổi - Tập 2,Unknown,0.68,0.51,222,Tô màu - Luyện chữ  ,20,5.0,10,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/3e/de/a2/10a3bf7787f8eaa9bcc5a295282e7b41.jpg,0.25
1334,68169402,Sói Già Phố Wall - Phần I (Tái Bản 2020),Jordan Belfort,7.97,4.85,661,"Sách tài chính, tiền tệ",160,4.8,692,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/68/b5/6a/78613d52bb6aba040aa89c6c7c57e3d6.jpg,0.39
1335,91515694,Phân tích tài chính doanh nghiệp Tai bản lần thứ 5 - chỉnh sửa bổ sung năm 2021 (Tái bản 2022),Unknown,10.51,4.18,706,"Sách tài chính, tiền tệ",122,4.8,446,Nhà Xuất Bản Tài Chính,https://salt.tikicdn.com/ts/product/7d/cf/9f/e1695f7362ff3b7326b24f33a368de80.jpg,0.6
1336,190592919,Combo 2 Cuốn: Thần Số Học + Luật Tâm Thức,Nhiều tác giả,17.72,12.32,53,Others,10,4.8,456,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/00/af/1b/bc72e8496b62c264dd47d173f9e1782c.jpg,0.3
1337,57350380,Very Easy Toeic 1 - Introduction,Anne Taylor,9.62,6.35,791,Sách Học Tiếng Anh,213,4.6,240,Nhà Xuất Bản Compass Publishing,https://salt.tikicdn.com/media/catalog/producttmp/98/d1/2c/443eca95ece30fb05987db48562b2886.jpg,0.34
1338,187859733,Thám Tử Đã Chết Tập 4,Nigozyu,4.6,3.22,242,Light novel,85,5.0,376,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/81/6d/14/512d3abda5f642ff166cff5b5043bee5.jpg,0.3
1339,21430154,Thiết Kế Lấy Người Dùng Làm Trung Tâm,Don Norman,8.4,5.36,2204,Sách Marketing - Bán hàng ,243,4.7,424,Unknown,https://salt.tikicdn.com/ts/product/71/ab/43/adb27736060eecbbe31d5dbc3964fb4c.jpg,0.36
1340,171103376,Đánh Thức Con Người Phi Thường Trong Bạn (Bìa Cứng),Anthony Robbins,8.78,5.79,117,Others,11,5.0,352,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/91/da/da/7aa58688edca130f47e0b407b94bc205.jpg,0.34
1341,160488878,Việt Nam Dọc Miền Du Ký - Tập 2,Unknown,9.24,6.47,214,Others,36,5.0,168,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/ed/8d/00/e67fde6bf045046735b8787dbe72e6f6.jpg,0.3
1342,83789519,Cô Gái Trong Cabin Số 10,Ruth Ware,6.71,5.02,221,Truyện trinh thám,45,4.6,456,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/56/f9/03/866bd3be40d00cf1a8fbf08d719d9d3a.jpg,0.25
1343,821895,Vẻ Đẹp Của Yêu Tinh,Đỗ Anh Vũ,3.46,2.77,5,Tiểu Thuyết,1,5.0,307,Unknown,https://salt.tikicdn.com/ts/product/c0/c4/46/8a3bf29a23d05bf08ad2a04da30bb44e.jpg,0.2
1344,207475556,Birdmen Tập 13 [Tặng Kèm Postcard],Yellow Tanabe,1.27,1.27,14,Others,0,0.0,192,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/43/2f/76/7ebdbdfe5e63bb727acfdbb60e947a0d.jpg,0.0
1345,187843291,Nhật ký Đặng Thùy Trâm,Đặng Thùy Trâm,3.8,2.28,172,Truyện ngắn - Tản văn - Tạp Văn,13,5.0,296,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/8f/a0/2c/d4d1a5f0022b485604b5a3f7c47d822d.jpg,0.4
1346,70415987,Một Mảnh Trăng (Tặng Kèm 1 Obi Và 1 Bookmark),Ha Hyun,5.44,2.82,2267,Truyện ngắn - Tản văn - Tạp Văn,693,4.8,288,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/12/c3/3a/3a78fc7a57e71a812c463f376028ee75.jpg,0.48
1347,50353488,Heidegger Và Con Hà Mã Bước Qua Cổng Thiên Đường (Tái Bản 2020),Thomas Cathcart,4.43,2.66,948,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,168,5.0,252,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/ee/53/7c/646755a4cbb4cf24b49bb908d8914368.jpg,0.4
1348,96327064,Bye Béo - Cách giảm 7kg trong 30 ngày,Phan Bảo Long,8.4,8.4,5671,Others,1246,4.8,184,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/9a/ec/66/d97caab91561cc4f4f4a46a7b18dcd78.jpg,0.0
1349,12107379,Barron's Essential Words For The Ielts (Tái Bản),Unknown,8.78,5.79,5598,Sách Học Tiếng Anh,803,4.7,381,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/d2/7c/c0/131954bec4ea1097c05bf28fdef7a6c5.jpg,0.34
1350,8021467,"Combo 4 cuốn Chuyện con mèo dạy hải âu bay, Chuyện con mèo con chuột và bạn thân của nó, chuyện con ốc sên, chuyện chú chó tên là trung thành",Luis Sepulveda,7.51,4.36,15,Truyện kể cho bé,1,5.0,839,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/8a/fe/39/9679b8b4f348349d1e0049264323bf89.jpg,0.42
1351,98733259,Những Tù Nhân Của Địa Lí - Khám Phá Sự Vận Hành Của Thế Giới Qua Những Tấm Bản Đồ - Phiên Bản Minh Hoạ Màu Dành Cho Độc Giả Trẻ,Tim Marshall,9.7,7.09,939,Kiến thức - Bách khoa,172,4.8,72,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/49/b0/e0/de1621358fb64d08a8f5c08e2a0e1130.jpg,0.27
1352,1534613,Giáo Trình Chuẩn HSK 5 Bài Học (Tập 1),Khương Lệ Bình,11.73,7.75,2117,Sách Học Tiếng Hoa,278,4.8,196,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/5f/74/6f/9d36047259f6258f3e997e67848f5f6e.jpg,0.34
1353,9948023,Của Chuột Và Người,John Steinbeck,3.63,2.18,1530,Truyện dài,225,4.8,149,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/d0/37/81/e964a484e38e55f48f42a622c4897589.jpg,0.4
1354,126022117,Sẽ Có Cách Đừng Lo,Tuệ Nghi,2.91,2.07,502,Tiểu sử - Hồi ký,81,4.8,182,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/d7/ce/eb/e0a223530a34126725273dbdcc46990f.jpg,0.29
1355,74426137,Việt Nam Vận Hội,Nguyễn Thế Anh,10.51,5.25,308,Others,56,4.7,382,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/20/94/4e/f07ce095d0e4442670790e289ecf5ab6.jpg,0.5
1356,5852521,Combo Cà Phê Cùng Tony và Trên Đường Băng,Tony Buổi Sáng,7.65,7.65,1598,Sách nghệ thuật sống đẹp,292,4.8,576,NXB Trẻ,https://salt.tikicdn.com/ts/product/8e/7a/61/47f4dfb634e076ff7c5418580ea8578c.jpg,0.0
1357,74793319,Infinite Dendrogram 01- Khởi Điểm Của Những Khả Năng,Kaidou Sakon,5.27,3.16,397,Light novel,150,5.0,350,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/2e/be/1b/ae98851a134a70f970dfabdeda2d2f8b.jpg,0.4
1358,54053152,"Kiếm Tiền Thời Khủng Hoảng - Thoát Khỏi Các Trò Lừa Đảo Khi Thị Trường Chứng Khoán, Bất Động Sản Và Tài Chính Suy Thoái (Tái Bản 2020)",Unknown,7.13,4.45,821,Bài học kinh doanh,106,4.8,392,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/a6/0f/44/d1ad02681fd85703ab74695c389360de.jpg,0.38
1359,195545266,Hài Hước Một Chút Thế Giới Sẽ Khác Đi,The Book Worm,3.38,1.94,84,Others,3,4.0,228,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/48/e8/3b/c995bdcb3afe1b906e874f6c1d56fc63.jpg,0.43
1360,191926681,Trái cây đại chiến Zombie - Thế giới khủng long: Tập 1: Chiến binh mạo hiểm,Tiếu Giang Nam,3.76,2.2,12,Kiến thức - Bách khoa,1,5.0,176,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/4d/b4/e6/162ae2f2abda83ebb6719ce5463adc6c.jpg,0.41
1361,204374127,Tạp chí Forbes Việt Nam - Số 111 (Tháng 11.2022) - Giải mã nhà phát triển dự án,nhieu tac gia,4.01,4.01,38,Others,4,5.0,140,Forbes Việt Nam,https://salt.tikicdn.com/ts/product/03/f0/8d/4208ab03998a520deacdf31810cbf97a.jpg,0.0
1362,65484239,Cẩm Nang Hướng Dẫn Tẩy Sỏi Gan Mật - Phương Pháp Diệu Kỳ Cho Sức Khỏe Dài Lâu,Andreas Moritz,8.4,5.88,1166,Others,166,4.8,504,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/33/5b/cf/6783958ea9292dc1858ce46e95dbb6e3.jpg,0.3
1363,47276023,Ánh Lửa Trong Tro Tàn,Sabaa Tahir,6.71,3.35,315,Tiểu Thuyết,64,4.6,460,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/e7/f0/e3/8cf1ba8b1741f600799ecbd11416505e.jpg,0.5
1364,125528587,"Thần Với Chả Thoại (Những Câu Chuyện ""Mệt Mỏi"" Về Các Vị Thần)",Fanpage Thần với chả Thoại,5.86,5.27,850,Lĩnh vực khác,183,5.0,228,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/7b/4d/73/e2af378ba724061abc5eb1d35d3a4a7d.jpg,0.1
1365,195306005,Nhà thờ Đức Bà Paris (Bìa Cứng),Victor Hugo,27.43,18.65,171,Tác phẩm kinh điển,32,4.8,700,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/52/15/90/e2a93faa32d0a5938c292974d1effe48.jpg,0.32
1366,199045171,Migi & Dali - Tập 4,Nami Sano,1.69,1.69,240,Others,21,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/51/18/e5/f3fa432792ec220671a4859898de8c41.jpg,0.0
1367,170706996,Điểm Bùng Phát ( Tái Bản),Malcolm Gladwell,7.55,4.76,250,Others,25,4.6,404,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/62/3f/0b/b577cf4cea76a088079b67cfb207e522.jpg,0.37
1368,192048655,Tớ đã từng sợ hãi,Chandra Ghosh Ippen,3.16,2.03,63,Others,1,5.0,64,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/95/4d/21/f695dbd3a4bae071c757a543f623ef70.jpg,0.36
1369,73687713,Hagakure - Luận Đàm Về Cốt Tủy Võ Sĩ Đạo,Yamamoto Tsunetomo,5.7,5.13,1,Lĩnh vực khác,1,5.0,420,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/6b/ac/61/371722b321e63caaa28a2c564954a422.jpg,0.1
1370,51348621,Bỉ Vỏ (Tái Bản 2020),Nguyên Hồng,2.11,1.2,666,Tiểu Thuyết,173,5.0,456,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/b9/62/22/411f7fb9c73c359d0d4a449f33ece256.jpg,0.43
1371,200851522,Dòng Sông Trôi Khuất Địa Đàng,Richard Dawkins,3.16,2.34,18,Kiến Thức Bách Khoa,1,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/e5/be/f5/c92586189d61fcbc56b5c2f63a9ddd65.jpg,0.26
1372,109488215,"Tóm Tắt Kiến Thức Toán Phổ Thông (Bí Quyết Học Nhẹ, Điểm Cao Trong Môn Toán)",Đỗ Minh Triết,6.12,5.81,55,Others,17,5.0,236,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/bc/b7/da/a21be2c762010072e7bb7c6196e27282.jpg,0.05
1373,3953475,Nuôi Con Không Phải Là Cuộc Chiến 2 (Trọn Bộ 3 Tập),Hachun Lyonnet (Hà Chũn),15.11,11.72,133,Sách Làm Cha Mẹ,33,5.0,456,Unknown,https://salt.tikicdn.com/ts/product/0b/22/17/ea58a9430867458cb248e6cc6a7f8aab.jpg,0.22
1374,23088717,Jeff Bezos Và Kỷ Nguyên Amazon (Tái Bản),Brad Stone,4.64,3.25,1983,Bài học kinh doanh,275,4.7,403,Unknown,https://salt.tikicdn.com/ts/product/28/6e/a4/e4a00e3c9e0eea66ca13203006b7cc8c.jpg,0.3
1375,114228620,Combo Tiếng Hàn Tổng Hợp Sơ Cấp 1 Dành Cho Người Việt Nam Bản In Màu - Học Kèm App,nhieu tac gia,13.5,9.45,159,Others,45,5.0,378,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,https://salt.tikicdn.com/ts/product/fd/46/80/71467d752a66abfbf37ccc4949862bc5.jpg,0.3
1376,196016785,Ikigami - Tập 08,Motoro MASE,1.9,1.65,418,Others,33,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/70/45/3c/c1f2b287a51113f86e5ecedf037f8107.jpg,0.13
1377,58932528,"Một Ngày Của Tôi Có 48 Giờ - 12 Thói Quen “Healthy & Balanced"" ",Anh Tuan Le,3.76,2.75,4204,Others,847,4.8,224,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/af/70/14/70ccca875707c7786d8ddcf294d64233.jpg,0.27
1378,173515946,Tư Duy Như Một Kẻ Lập Dị,Steven D.Levitt,5.02,3.29,95,Others,10,5.0,268,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/f0/00/98/f7bde4d69e87c3f24203492fd558e07d.jpg,0.34
1379,205799432,Refresh! 20 Ngày Làm Mới Bản Thân,Unknown,8.4,6.72,2802,Others,0,0.0,456,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/cf/95/66/2188ab87ab49707dde9e1bc892e238f6.jpg,0.2
1380,52798281,"Phương Pháp Giáo Dục Sớm Montessori Cho Trẻ Từ
 0 – 3 Tuổi",Unknown,4.18,2.75,2468,Sách Làm Cha Mẹ,293,4.8,172,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/28/ef/29/9506c4692c974d16e99dc1293568c1ab.jpg,0.34
1381,196515664,Anh Em Phi Hành Gia - Tập 33,Chuya Koyama,1.9,1.65,206,Others,16,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/59/ab/2f/90021f465b423769ecf2d3bfe8fa7dc1.jpg,0.13
1382,31716464,"Nghệ Thuật Thị Giác & Những Vấn Đề Cơ Bản : Các Yếu Tố Thị Giác, Nguyên Lý Thị Giác, Tư Duy Thị Giác và Bố Cục Thị Giác",Uyên Huy,29.54,27.22,382,Others,75,4.8,600,Unknown,https://salt.tikicdn.com/ts/product/6c/24/aa/baf087a112448147e42600d378628f2e.jpg,0.08
1383,197655112,Bản Đồ Tư Duy Trong Thuyết Trình  (Tái bản 2022),Alphabooks,3.76,2.34,66,Sách kỹ năng làm việc,2,5.0,148,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/3f/e3/9e/62b6b8ebcd67cd841657c67ad92412b5.jpg,0.38
1384,186286184,Út Quyên Và Tôi (Tái Bản 2022),Nguyễn Nhật Ánh,1.48,1.03,91,Truyện ngắn - Tản văn - Tạp Văn,5,4.5,128,NXB Trẻ,https://salt.tikicdn.com/ts/product/79/5c/1c/2b623766121a122a17b9a7311d19bfc8.jpg,0.3
1385,847470,Vũ Tịch,Trường An,4.73,3.54,1188,Others,124,4.8,376,Unknown,https://salt.tikicdn.com/media/catalog/product/p/h/photo_2017-08-24_15-21-49.u5505.d20170825.t133740.429953.jpg,0.25
1386,73553837,Ngọc Sáng Trong Hoa Sen (Tái Bản 2020),Nguyên Phong,5.4,3.56,566,Sách nghệ thuật sống đẹp,103,5.0,368,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/media/catalog/producttmp/b5/ac/4a/938d265efb596ab0d38992893592619f.jpg,0.34
1387,32802803,Quản Trị Nhân Sự Đúng,Barbara Mitchell,11.77,7.44,1544,Others,140,4.8,612,Unknown,https://salt.tikicdn.com/ts/product/fa/24/86/b792a39a52557e4e4b1726dc94b6a995.jpg,0.37
1388,112071729,Tin Học Ứng Dụng Lập Trình VBA Trong Excel ( Phần Nâng Cao)  Dùng cho Phiên Bản 2021-2019-2016,Phạm Phương Hoa,7.17,5.19,137,Others,31,4.7,439,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/d5/93/c8/4ff201412d8ac2bd0b9f001a2448a462.jpg,0.28
1389,54512900,Hoa Sen Trên Tuyết (Tái Bản 2020),Nguyên Phong,4.14,2.73,842,Others,138,4.8,456,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/03/03/04/fbbd5814b409160f58ed5e5da62a8586.jpg,0.34
1390,50303829,Combo Một Đời Quản Trị và Một Đời Thương Thuyết ,Phan Văn Trường,14.14,12.3,483,"Sách quản trị, lãnh đạo",86,5.0,828,NXB Trẻ,https://salt.tikicdn.com/ts/product/d0/ee/b7/5b322e8fa769acdc35bc176e71c13cc5.jpg,0.13
1392,200780124,Tản mạn kiến trúc Nam Bộ - Một biên khảo về kiến trúc dân dụng miền Nam (Từ cuối thế kỷ 19 đến cuối thế kỷ 20),Nhóm tác giả Tản Mạn Kiến Trúc,9.07,7.05,105,Others,9,5.0,286,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/ee/6d/24/219d791d1ff385ca788fc33c349da98e.jpg,0.22
1393,186237333,Thương tiến tửu - Tập 1 (Tiểu thuyết đam mỹ) -Tặng 1 bookmark,Đường Tửu Khanh,7.13,4.09,127,Truyện đam mỹ,35,5.0,456,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/aa/18/25/dd00442aed21d9215931be165aaff625.jpg,0.43
1394,152517438,Dữ Liệu Bạch Kim (Văn Học Trinh Thám),Higashino Keigo,6.71,4.73,784,Truyện trinh thám,149,5.0,460,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/0e/b7/c4/c9b9969e212eb2ebecce14cc37d5803c.jpg,0.3
1395,53293038,Julie Hay Nàng Héloïse Mới,Jean-Jacques Rousseau,12.62,6.31,297,Tiểu Thuyết,55,4.8,704,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/19/57/4c/0b1a9b7a3c79e366c622e6d19a4128a8.jpg,0.5
1396,196851310,Migi & Dali - Tập 2,Nami Sano,1.69,1.57,221,Others,19,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/78/0f/70/77a75a38a0a58eecaa388901b55c4b54.jpg,0.07
1397,192115858,Chú Thuật Hồi Chiến -  Tập 5,Gege Akutami,1.27,1.1,2912,Others,872,5.0,192,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/2a/6d/e2/ea1dd6676027a23c422db71e4f64c181.jpg,0.13
1398,168231621,Thám Tử Kindaichi (Series Kỷ Niệm 20 Năm) - Boxset 5 Tập,Seimaru Amagi,7.17,6.03,1216,Others,312,4.8,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/a2/fc/16/3003c2aeefa02cf23317aed7ef14c55e.jpg,0.16
1399,35283865,Bé Gái Khéo Tay Buộc Dây Giày,Unknown,3.04,2.58,1,Văn học thiếu nhi,0,0.0,18,Unknown,https://salt.tikicdn.com/ts/product/ed/99/71/fd903cebfb5b879ff4c061eae9383fe0.jpg,0.15
1400,19588948,Tâm Lý Dân Tộc An Nam,Paul Giran,7.13,3.74,3711,Others,170,4.5,200,Unknown,https://salt.tikicdn.com/ts/product/3f/24/b6/7035b4ff1814d920912569b3a4399546.jpg,0.48
1401,50356123,Dạy Con Theo Cá Tính Của Con,Aki Wakamatsu,3.04,2.13,508,Sách Làm Cha Mẹ,51,4.8,242,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/f5/1e/66/423b2b9d74b2a0ec5310830a11444cae.jpg,0.3
1402,137241901,Thần Số Học: Sức Mạnh Của Những Con Số,Ruth A. Drayer,5.86,4.11,484,Lĩnh vực khác,59,4.8,348,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/fd/07/34/58382fd1cdf348bacb821b33acf14c3a.jpg,0.3
1403,92551275,Sách - Tin Vào Chính Mình - First News,Unknown,2.87,2.73,2802,Others,0,0.0,160,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/70/94/34/0f2c4ee946c85cf54d855017c0c2cc5f.jpg,0.05
1404,1565657,Dốc Hết Trái Tim - Cách Starbucks Xây Dựng Công Ty Bằng Từng Tách Cà Phê (Tái Bản 2018),Howard Schultz,6.33,4.45,9980,Sách kỹ năng làm việc,604,5.0,488,Unknown,https://salt.tikicdn.com/ts/product/2a/a5/0c/2e7c4c99c9faceda9e926727bb5cc92a.jpg,0.3
1405,192195771,Sách tiếng anh: Destination C1+C2,Unknown,3.54,3.54,32,Sách Học Tiếng Anh,2,5.0,456,Nhà Xuất Bản Thời Đại,https://salt.tikicdn.com/ts/product/45/f1/e8/1ca79bdbf11f3d7991a53676e4b71a53.jpg,0.0
1407,89402953,Tâm Lí Học Tích Cực - Khoa Học Về Phương Thức Sống An Lạc,Acacia C. Parks,15.57,10.46,454,Sách giáo dục,77,5.0,720,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,https://salt.tikicdn.com/ts/product/62/c3/6c/cd3d98b2f86bb52f31cd3adabeb80cbe.jpg,0.33
1408,194960244,Fullmetal Alchemist - Cang Giả Kim Thuật Sư - Fullmetal Edition - Tập 16,Hiromu Arakawa,2.91,2.83,420,Others,40,5.0,270,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/70/dd/1f/260d36b977019b355f3beb48295676e3.jpg,0.03
1409,1533429,Trong Chớp Mắt (Tái Bản 2018),Malcolm Gladwell,5.86,3.73,2271,Others,97,4.5,376,Unknown,https://salt.tikicdn.com/ts/product/79/f4/2f/a63579d8fa58b024530943c397e29aba.jpg,0.36
1410,78975610,Siêu Tập Trung (Tái Bản),Chris Bailey,5.91,3.96,1286,Sách kỹ năng làm việc,205,4.8,308,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/9f/ab/87/b96ea6b2ce9e9d64975d86ea58e2aa7b.png,0.33
1411,11368983,Combo Giáo Trình Chuẩn HSK 2 - Bài Học (Kèm 1 MP3) và Giáo Trình HSK 2 - Sách Bài Tập (Kèm MP3) ( Tặng Kèm Viết ),Khương Lệ Bình,16.29,13.11,1389,Sách Học Tiếng Hoa,278,5.0,312,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/59/2e/b5/e647ce6d0e12230fea704fab8400eab1.jpg,0.2
1412,66452071,Bài Thơ Của Một Người Yêu Nước Mình,Trần Vàng Sao,5.49,3.29,532,Others,97,4.8,210,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/c6/a7/84/1906b28a70069a36d8d6e3d0b01d3444.jpg,0.4
1413,204392466,Đánh Bại Thị Trường Forex - Tư Duy Khác Biệt Và Kỹ Thuật Giao Dịch của Chuyên Gia Quản Lý Quỹ Triệu Đô,Unknown,14.64,14.64,9,"Sách tài chính, tiền tệ",2,5.0,296,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/85/14/8a/b4bf9f946908febaec0f8724a28852e7.jpg,0.0
1414,170094972,Vì Sao Phật Giáo Giàu Chân Lý,Robert Wright,10.97,7.35,371,Others,48,4.8,420,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/71/d3/d4/7a8603a7b8edc8e7907725bab0db6ab6.jpg,0.33
1415,1732771,Nghiệp Tình Yêu,Geshe Michael Roach,8.4,5.47,100,Others,8,5.0,598,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/b2/d0/6d/55298e1d5d08c922415016015888bbc5.jpg,0.35
1416,195885688,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition - Tập 9,Kamui Fujiwara,3.16,3.13,491,Others,49,5.0,236,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/5e/61/61/b9eb1aea36572c9a044de01cb31b1226.jpg,0.01
1417,129766803,Khác Biệt Hay Là Chết (Tái Bản),Jack Trout,5.4,3.56,536,Others,81,5.0,344,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/fd/44/5b/7febda78b893cb989215401956ca6bd6.jpg,0.34
